Order;MS Zoning;Lot Frontage;Lot Area;Land Contour;Land Slope;Overall Qual;Year Built;Year Remod/Add;Mas Vnr Type;Exter Qual;Bsmt Cond;Total Bsmt SF;Heating QC;Central Air;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;Kitchen Qual;TotRms AbvGrd;Garage Cars;Garage Area;Garage Cond;Pool Area;Pool QC;Mo Sold;Yr Sold;SalePrice
2237;RM;50;9060;Lvl;Gtl;5;1923;1999;None;TA;TA;859;Ex;Y;2;0;3;1;Gd;6;;;;0;Sp;3;2007;150909
2238;RM;46;3672;Lvl;Gtl;5;1922;1950;None;TA;TA;816;Ex;Y;1;0;2;1;TA;5;1;100;Fa;0;Sp;9;2007;75200
2239;RM;59;8263;Bnk;Mod;6;1920;1950;None;TA;TA;1012;TA;Y;1;0;2;1;TA;6;1;308;TA;0;Sp;5;2007;118400
2240;RM;60;8967;Lvl;Gtl;5;1920;1950;None;TA;Po;961;Gd;Y;1;0;2;1;TA;6;1;338;Po;0;Sp;11;2007;67000
2241;RM;75;13710;Lvl;Gtl;5;1950;1950;None;TA;TA;910;TA;Y;1;1;4;1;TA;6;1;282;TA;0;Sp;6;2007;152000
2242;RM;64;11067;Lvl;Gtl;2;1939;1950;None;TA;Ss;0;Ex;Y;1;0;1;1;TA;4;1;256;Fa;0;Sp;3;2007;68104
2243;C;75;8250;Lvl;Gtl;5;1895;2006;None;TA;TA;957;Fa;N;2;0;4;2;TA;9;0;0;Sg;0;Sp;6;2007;119600
2244;C;65;6565;Lvl;Gtl;4;1957;1980;None;TA;TA;1073;Gd;Y;1;0;3;1;TA;6;2;720;TA;0;Sp;8;2007;140000
2245;C;60;6060;Lvl;Gtl;5;1930;2007;None;Gd;TA;837;Ex;Y;1;0;2;1;Gd;5;1;216;Po;0;Sp;11;2007;124900
2246;RM;59;5568;HLS;Mod;8;2006;2007;Stone;Gd;TA;1573;Gd;Y;2;0;2;1;Gd;5;2;495;TA;0;Sp;10;2007;375000
2247;RM;44;4750;HLS;Mod;8;2006;2007;Stone;Gd;TA;1573;Ex;Y;2;0;2;1;Gd;5;2;538;TA;0;Sp;12;2007;235000
2248;RL;;12150;Bnk;Gtl;6;1979;1979;None;TA;TA;1001;TA;Y;2;0;2;1;Gd;5;2;486;TA;0;Sp;1;2007;183500
2249;RL;;7540;Lvl;Gtl;6;1978;1978;None;TA;TA;888;Ex;Y;1;0;2;1;TA;5;2;470;TA;0;Sp;6;2007;156000
2250;RL;71;9187;Bnk;Gtl;6;1983;1983;None;TA;TA;1084;TA;Y;1;1;3;1;TA;5;2;484;TA;0;Sp;6;2007;134000
2251;RL;80;10000;Lvl;Gtl;5;2002;2002;BrkFace;Gd;TA;1441;Ex;Y;2;0;3;1;Gd;6;3;650;TA;0;Sp;12;2007;215000
2252;RL;44;12864;Lvl;Gtl;7;2002;2002;None;Gd;TA;1409;Ex;Y;1;1;1;1;Gd;4;2;576;TA;0;Sp;7;2007;245000
2253;RL;;9928;Lvl;Gtl;7;1991;1992;None;TA;TA;1454;TA;Y;2;0;3;1;TA;6;2;506;TA;0;Sp;5;2007;210000
2254;RL;;8750;Lvl;Gtl;7;1975;1975;Stone;TA;TA;852;TA;Y;1;0;3;1;TA;4;1;360;TA;0;Sp;3;2007;148000
2255;RL;82;8410;Lvl;Gtl;6;1974;1974;None;TA;TA;970;TA;Y;1;0;2;1;TA;5;2;528;TA;0;Sp;4;2007;143000
2256;RL;46;4054;Lvl;Gtl;7;1987;1987;BrkFace;Gd;TA;1501;Ex;Y;2;0;2;1;Gd;5;2;512;TA;0;Sp;10;2007;244000
2257;RM;;9763;Lvl;Gtl;7;1998;1998;BrkFace;Gd;TA;1502;Ex;Y;1;1;1;1;Gd;5;1;286;TA;0;Sp;9;2007;330000
2258;RL;115;16905;Lvl;Gtl;5;1959;1959;None;TA;TA;1350;Gd;Y;1;1;2;1;TA;5;1;308;TA;0;Sp;7;2007;170000
2259;RL;149;19958;Lvl;Gtl;6;1958;1995;BrkFace;TA;TA;585;Gd;Y;2;1;4;1;Gd;7;2;461;TA;0;Sp;7;2007;257000
2260;RL;67;8368;HLS;Gtl;7;2006;2007;None;Gd;TA;1689;Ex;Y;2;0;3;1;Gd;7;2;433;TA;0;Sp;4;2007;231713
2261;RL;68;8298;HLS;Gtl;8;2006;2007;;Gd;TA;1546;Ex;Y;2;0;2;1;Ex;6;2;502;TA;0;Sp;9;2007;267300
2262;RL;64;9037;HLS;Gtl;8;2006;2006;BrkFace;Gd;TA;1476;Ex;Y;2;0;2;1;Ex;6;2;472;TA;0;Sp;12;2007;265900
2263;RL;89;10991;HLS;Gtl;8;2007;2007;BrkFace;Gd;TA;1571;Ex;Y;2;0;3;1;Gd;7;3;722;TA;0;Sp;12;2007;239000
2264;RL;67;10656;HLS;Gtl;8;2006;2007;Stone;Gd;TA;1638;Ex;Y;2;0;3;1;Gd;6;3;870;TA;0;Sp;11;2007;248900
2265;RL;42;10331;Lvl;Gtl;7;1985;1985;None;TA;TA;1265;Gd;Y;2;0;3;1;Gd;6;2;528;TA;0;Sp;7;2007;174000
2266;RL;44;13758;Lvl;Gtl;7;1990;1991;BrkFace;Gd;TA;1156;Ex;Y;2;1;3;1;Gd;7;2;400;TA;0;Sp;4;2007;187500
2267;RL;;9303;Lvl;Gtl;6;1996;1997;BrkFace;Gd;TA;872;Ex;Y;2;1;3;1;TA;7;2;422;TA;0;Sp;7;2007;204000
2268;RL;;6718;Lvl;Gtl;8;2001;2001;BrkFace;Gd;TA;1267;Ex;Y;2;0;2;1;Gd;5;2;471;TA;0;Sp;1;2007;180500
2269;RL;73;9590;Lvl;Gtl;7;2003;2003;BrkFace;Gd;TA;868;Ex;Y;2;0;3;1;Gd;6;2;438;TA;0;Sp;5;2007;187500
2270;RL;80;11305;Lvl;Gtl;8;2002;2002;BrkFace;Gd;TA;1922;Ex;Y;2;0;2;1;Gd;6;3;692;TA;0;Sp;4;2007;282000
2271;RL;;7777;Lvl;Gtl;6;1996;1996;BrkFace;Gd;TA;1491;Ex;Y;2;0;3;1;TA;7;2;571;TA;0;Sp;11;2007;178000
2272;RL;85;14536;Lvl;Gtl;8;2002;2003;BrkFace;Gd;TA;1616;Ex;Y;2;0;3;1;Gd;9;3;808;TA;0;Sp;11;2007;270000
2273;RL;;11800;Lvl;Gtl;7;2003;2004;BrkFace;Gd;TA;1122;Ex;Y;3;1;5;1;Gd;10;2;452;TA;0;Sp;7;2007;279900
2274;RL;50;35133;Lvl;Mod;5;1963;1963;BrkFace;TA;TA;1572;Gd;Y;1;1;3;1;TA;5;3;995;TA;0;Sp;5;2007;186700
2275;RL;93;15306;HLS;Gtl;8;2006;2007;Stone;Gd;TA;1732;Ex;Y;2;0;3;1;Gd;7;3;712;TA;0;Sp;5;2007;283463
2276;RL;85;12633;HLS;Gtl;10;2006;2007;BrkFace;Ex;TA;1824;Ex;Y;2;0;3;1;Ex;8;3;932;TA;0;Sp;9;2007;392000
2277;RL;88;12665;Lvl;Gtl;8;2005;2006;BrkFace;Gd;Gd;1094;Ex;Y;2;1;4;1;Gd;9;3;642;TA;0;Sp;2;2007;281213
2278;RL;70;8402;Lvl;Gtl;5;2007;2007;None;TA;TA;1120;Ex;Y;1;0;3;1;TA;6;0;0;Sg;0;Sp;12;2007;147000
2279;RL;200;43500;Lvl;Gtl;3;1953;1953;None;TA;Ss;0;Ex;Y;1;0;2;1;TA;9;4;1041;TA;561;TA;6;2007;130000
2280;RM;62;6710;Lvl;Gtl;6;1996;1997;BrkFace;TA;TA;920;Ex;Y;0;1;0;1;TA;3;2;460;TA;0;Sp;6;2007;140000
2281;RL;94;25286;HLS;Mod;4;1963;1963;None;TA;TA;1064;Gd;Y;1;0;3;1;TA;5;2;648;TA;0;Sp;1;2007;132250
2282;RL;100;25000;Low;Gtl;5;1967;1967;None;TA;TA;1632;TA;Y;2;0;4;2;TA;8;2;576;TA;0;Sp;6;2007;143000
2283;RL;;32463;Low;Mod;4;1961;1975;Stone;TA;TA;1249;Ex;Y;1;0;3;1;TA;7;4;1356;TA;0;Sp;3;2007;168000
2284;RM;44;4224;Lvl;Gtl;5;1976;1976;None;TA;TA;1040;TA;Y;1;0;3;1;TA;6;2;572;TA;0;Sp;6;2007;129900
2285;RM;44;4224;Lvl;Gtl;5;1976;1976;None;TA;TA;1142;TA;Y;1;1;3;1;TA;6;2;528;TA;0;Sp;8;2007;134000
2286;RM;21;1504;Lvl;Gtl;4;1972;1972;None;TA;TA;546;TA;Y;1;1;3;1;TA;5;1;253;TA;0;Sp;5;2007;85500
2287;RM;;1533;Lvl;Gtl;4;1970;1970;None;TA;TA;530;TA;Y;1;0;2;1;TA;4;1;297;TA;0;Sp;7;2007;106500
2288;RM;21;1495;Lvl;Gtl;4;1970;1970;BrkFace;TA;TA;546;Ex;Y;1;1;3;1;TA;5;0;0;Sg;0;Sp;5;2007;93900
2289;RM;21;2001;Lvl;Gtl;4;1970;1970;BrkFace;TA;TA;546;Fa;Y;1;1;3;1;TA;6;1;286;TA;0;Sp;1;2007;75000
2290;RM;21;1936;Lvl;Gtl;4;1970;1970;None;TA;TA;630;Gd;Y;1;0;1;1;TA;3;0;0;Sg;0;Sp;12;2007;84500
2291;RM;21;1890;Lvl;Gtl;4;1976;1976;None;TA;TA;546;Ex;Y;1;1;3;1;TA;6;1;286;TA;0;Sp;4;2007;75190
2292;RL;;11333;Lvl;Gtl;6;1976;1976;None;TA;TA;1029;TA;Y;1;0;3;1;TA;5;2;539;TA;0;Sp;5;2007;146800
2293;RL;72;9129;Lvl;Gtl;5;1977;1977;BrkFace;TA;TA;923;TA;Y;1;0;1;1;Gd;4;2;678;TA;0;Sp;7;2007;153500
2294;RL;;15957;Low;Mod;6;1977;1977;None;TA;TA;1244;TA;Y;2;0;3;1;TA;6;2;528;TA;0;Sp;9;2007;188000
2295;RL;61;33983;Lvl;Gtl;5;1977;1994;None;TA;TA;1160;TA;Y;1;1;3;1;Gd;6;2;672;TA;0;Sp;5;2007;196000
2296;RL;68;8286;Lvl;Gtl;5;1977;1977;None;TA;TA;716;Ex;Y;1;1;3;1;TA;6;2;531;TA;0;Sp;6;2007;157000
2297;RL;50;6723;Lvl;Gtl;5;1971;1971;None;TA;TA;796;TA;Y;1;0;2;1;TA;5;0;0;Sg;0;Sp;9;2007;138000
2298;RL;54;7244;Lvl;Gtl;5;1970;1970;None;TA;TA;768;Ex;Y;1;0;2;1;TA;5;2;624;TA;0;Sp;4;2007;129500
2299;RL;124;27697;Lvl;Gtl;4;1961;1961;CBlock;TA;TA;1396;TA;N;1;0;3;1;TA;6;1;444;Fa;0;Sp;11;2007;80000
2300;RL;69;7599;Lvl;Gtl;4;1982;2006;None;TA;TA;845;TA;Y;1;0;2;1;TA;4;2;360;TA;0;Sp;6;2007;129500
2301;RL;;11000;Lvl;Gtl;5;1976;2003;None;TA;TA;1090;TA;Y;1;1;3;1;TA;6;2;502;TA;0;Sp;6;2007;135000
2302;RL;76;8314;Lvl;Gtl;5;1982;1982;None;TA;TA;816;TA;Y;1;0;2;1;TA;5;1;264;TA;0;Sp;6;2007;124500
2303;RL;65;11625;Lvl;Gtl;5;1983;1983;None;TA;TA;816;TA;Y;1;0;2;1;TA;4;1;264;TA;0;Sp;5;2007;139000
2304;RL;63;10712;Lvl;Gtl;5;1991;1992;None;TA;TA;974;TA;Y;1;0;3;1;TA;5;0;0;Sg;0;Sp;9;2007;93500
2305;RL;62;10447;Lvl;Gtl;5;1984;1984;None;TA;TA;864;TA;Y;1;0;3;1;TA;5;1;288;TA;0;Sp;12;2007;124500
2306;RL;;11027;Lvl;Gtl;6;1954;1954;Stone;TA;TA;1178;Gd;Y;2;0;2;1;TA;5;2;452;TA;0;Sp;5;2006;149900
2307;RL;85;10533;Lvl;Gtl;6;1956;1956;BrkFace;TA;TA;1008;TA;Y;1;0;2;1;Gd;5;1;313;TA;0;Sp;8;2006;157500
2308;RL;;11765;Lvl;Gtl;5;1957;1957;Stone;TA;TA;1617;Fa;Y;1;1;3;1;TA;7;3;963;TA;0;Sp;6;2006;169000
2309;RL;;39384;Low;Sev;6;1957;1957;Stone;TA;TA;1705;Ex;Y;1;1;1;1;Ex;4;2;550;TA;0;Sp;10;2006;252000
2310;RL;90;11727;Lvl;Gtl;7;1969;1969;BrkFace;TA;TA;1851;Gd;Y;2;0;3;1;TA;8;2;506;TA;0;Sp;3;2006;192100
2311;RL;60;8238;Lvl;Gtl;6;1997;1998;None;TA;TA;813;Ex;Y;2;1;3;1;TA;6;2;400;TA;0;Sp;5;2006;183500
2312;RL;;13006;Lvl;Gtl;7;1997;1997;BrkFace;TA;TA;964;Gd;Y;2;1;4;1;Gd;8;2;642;TA;0;Sp;11;2006;222000
2313;RL;;13041;Lvl;Gtl;6;1995;1995;None;TA;TA;781;Gd;Y;2;1;3;1;TA;7;2;423;TA;0;Sp;2;2006;170000
2314;RL;;13031;Lvl;Gtl;6;1995;1996;None;TA;TA;691;Gd;Y;2;1;3;1;TA;6;2;409;TA;0;Sp;7;2006;187500
2315;RL;54;9783;Lvl;Gtl;6;1996;1996;None;TA;TA;821;Gd;Y;2;1;3;1;TA;7;2;443;TA;0;Sp;5;2006;202000
2316;RL;70;11207;HLS;Gtl;6;1997;1997;None;TA;TA;802;Gd;Y;2;1;3;1;TA;8;2;413;TA;0;Sp;6;2006;185000
2317;RL;134;19378;HLS;Gtl;7;2005;2006;BrkFace;Gd;TA;1392;Ex;Y;2;1;4;1;Gd;9;2;576;TA;0;Sp;3;2006;320000
2318;RL;50;14859;HLS;Gtl;7;2006;2006;BrkFace;Gd;TA;1670;Ex;Y;2;0;3;1;Gd;7;3;690;TA;0;Sp;8;2006;240000
2319;RL;50;13128;HLS;Gtl;8;2005;2005;BrkFace;Gd;TA;1074;Ex;Y;2;1;4;1;Gd;7;2;527;TA;0;Sp;1;2006;250000
2320;RL;72;10463;HLS;Gtl;8;2005;2005;None;Gd;TA;893;Ex;Y;2;1;3;1;Gd;8;3;800;TA;0;Sp;6;2006;239900
2321;RL;42;13751;HLS;Gtl;7;2005;2006;BrkFace;Gd;TA;1700;Ex;Y;2;1;3;1;Gd;9;3;773;TA;0;Sp;5;2006;309000
2322;RL;168;23257;HLS;Gtl;7;2006;2006;None;Gd;Gd;868;Ex;Y;2;1;3;1;Gd;9;2;422;TA;0;Sp;9;2006;274725
2323;RL;68;13108;Lvl;Gtl;8;1994;1994;None;Gd;TA;2062;Ex;Y;2;1;4;1;Gd;9;2;618;TA;0;Sp;12;2006;270000
2324;RL;;8076;Lvl;Gtl;6;1993;1994;BrkFace;TA;TA;1160;Gd;Y;2;0;3;1;TA;6;2;402;TA;0;Sp;7;2006;183500
2325;RL;;7685;Lvl;Gtl;6;1993;1994;BrkFace;TA;TA;697;Gd;Y;2;1;3;1;Gd;6;2;420;TA;0;Sp;5;2006;165600
2326;RL;63;9084;Lvl;Gtl;7;1998;1998;None;TA;TA;935;Gd;Y;2;1;3;1;TA;8;2;462;TA;0;Sp;6;2006;176500
2327;RL;30;3701;Lvl;Gtl;8;1987;1987;None;TA;TA;1191;TA;Y;2;0;2;1;TA;5;2;461;TA;0;Sp;8;2006;130000
2328;RL;44;5306;Lvl;Gtl;7;1987;1987;None;Gd;Gd;1064;Gd;Y;2;0;2;1;Gd;5;2;504;TA;0;Sp;6;2006;239000
2329;RL;;6563;Low;Mod;8;1985;1985;None;Gd;TA;1742;TA;Y;2;0;2;1;Gd;5;2;564;TA;0;Sp;12;2006;275000
2330;RL;59;16023;HLS;Gtl;9;2005;2006;BrkFace;Gd;TA;1398;Ex;Y;3;1;3;1;Ex;11;3;670;TA;0;Sp;3;2006;457347
2331;RL;60;18062;HLS;Gtl;10;2006;2006;BrkFace;Ex;TA;1528;Ex;Y;3;1;5;1;Ex;10;3;758;TA;0;Sp;9;2006;545224
2332;RL;63;12292;HLS;Gtl;9;2006;2006;BrkFace;Gd;Gd;1094;Ex;Y;2;1;4;1;Gd;11;3;675;TA;0;Sp;7;2006;356383
2333;RL;85;16056;Lvl;Gtl;9;2005;2006;Stone;Gd;TA;1992;Ex;Y;3;1;4;1;Ex;11;3;716;TA;0;Sp;7;2006;556581
2334;RL;82;12438;Lvl;Gtl;8;2006;2006;BrkFace;Ex;Gd;1234;Ex;Y;2;1;4;1;Ex;10;3;666;TA;0;Sp;7;2006;361919
2335;RL;82;16052;Lvl;Gtl;10;2006;2006;Stone;Ex;TA;1850;Ex;Y;2;1;4;1;Ex;11;3;736;TA;0;Sp;7;2006;535000
2336;RL;92;15922;HLS;Gtl;9;2005;2006;BrkFace;Gd;TA;1390;Ex;Y;3;1;4;1;Ex;10;3;660;TA;0;Sp;1;2006;401179
2337;RL;66;13682;HLS;Gtl;10;2006;2006;BrkFace;Ex;TA;1410;Ex;Y;3;1;3;1;Gd;10;3;641;TA;0;Sp;10;2006;438780
2338;RL;;14762;Lvl;Gtl;5;1948;1950;None;TA;Ss;0;Gd;Y;2;0;2;1;TA;7;2;672;TA;0;Sp;5;2006;169000
2339;RL;100;34650;Bnk;Gtl;5;1955;1955;None;TA;TA;1056;TA;N;1;0;3;1;TA;5;2;572;TA;0;Sp;1;2006;145000
2340;RL;60;8147;HLS;Gtl;9;2005;2005;BrkFace;Gd;TA;1714;Ex;Y;2;0;2;1;Gd;7;2;517;TA;0;Sp;8;2006;318000
2341;RL;69;11302;Lvl;Gtl;8;2005;2006;BrkFace;Gd;TA;1814;Ex;Y;2;0;3;1;Gd;7;3;758;TA;0;Sp;8;2006;319000
2342;RL;90;18261;HLS;Gtl;9;2005;2005;BrkFace;Ex;TA;1910;Ex;Y;2;1;3;1;Ex;8;3;722;TA;0;Sp;9;2006;470000
2343;RL;91;14145;Lvl;Gtl;7;1984;1998;None;Gd;TA;1208;Ex;Y;2;0;3;1;Gd;8;2;440;TA;0;Sp;5;2006;202500
2344;RL;;13837;Lvl;Gtl;7;1988;1988;BrkFace;Gd;Gd;1204;Gd;Y;2;1;4;1;Gd;9;3;786;TA;0;Sp;2;2006;229000
2345;RL;;16659;Lvl;Gtl;7;1977;1994;BrkFace;TA;TA;795;Fa;Y;2;1;3;1;Gd;9;2;539;TA;0;Sp;3;2006;235000
2346;RL;;18800;Lvl;Gtl;6;1976;1976;BrkFace;TA;TA;796;TA;Y;2;1;3;1;TA;6;2;566;TA;0;Sp;7;2006;190000
2347;RL;;10464;Lvl;Gtl;6;1980;1980;BrkFace;TA;TA;988;TA;Y;1;0;2;1;TA;5;2;582;TA;0;Sp;6;2006;169000
2348;RL;80;10400;Lvl;Gtl;7;1988;1988;BrkFace;TA;TA;1845;Gd;Y;2;0;3;1;TA;6;2;604;TA;0;Sp;6;2006;241500
2349;RL;81;10530;Lvl;Gtl;7;1978;1978;BrkFace;TA;TA;945;TA;Y;2;1;4;1;TA;8;2;482;TA;0;Sp;7;2006;188900
2350;RL;79;10240;Lvl;Gtl;6;1980;1980;BrkFace;TA;TA;1686;TA;Y;2;0;3;1;TA;7;2;612;TA;0;Sp;5;2006;207500
2351;RL;80;16692;Lvl;Gtl;7;1978;1978;BrkFace;TA;TA;1392;TA;Y;3;1;5;1;Gd;12;2;564;TA;519;Fa;7;2006;250000
2352;RL;85;11475;Lvl;Gtl;6;1975;1975;None;TA;TA;713;TA;Y;2;1;3;1;TA;6;2;434;TA;0;Sp;2;2006;179900
2353;RL;;9927;Lvl;Gtl;7;1976;1976;Stone;Gd;TA;1047;TA;Y;1;0;2;1;TA;5;2;596;TA;0;Sp;7;2006;172000
2354;FV;75;9512;Lvl;Gtl;7;2005;2006;None;Gd;TA;960;Ex;Y;2;1;3;1;Gd;8;2;541;TA;0;Sp;6;2006;294323
2355;RL;81;10530;Lvl;Gtl;6;1975;2000;BrkFace;TA;Fa;675;TA;Y;3;0;3;1;Gd;8;2;485;TA;0;Sp;6;2006;184500
2356;RL;78;10140;Lvl;Gtl;5;1975;1975;None;TA;TA;1056;Ex;Y;1;1;3;1;TA;6;2;495;TA;0;Sp;7;2006;153500
2357;RL;78;10140;Lvl;Gtl;7;1976;1976;None;TA;TA;832;TA;Y;2;1;4;1;TA;8;2;528;TA;0;Sp;3;2006;162900
2358;RL;78;10140;Lvl;Gtl;6;1974;1999;BrkFace;TA;TA;1040;Fa;Y;1;1;3;1;Gd;5;2;484;TA;648;Fa;1;2006;181000
2359;RL;80;10000;Lvl;Gtl;6;1974;1974;BrkFace;TA;TA;1103;TA;Y;2;0;3;1;TA;6;2;462;TA;0;Sp;6;2006;155000
2360;RL;;15870;Lvl;Gtl;5;1969;1969;None;TA;TA;1096;Ex;Y;1;0;3;1;TA;6;1;299;TA;0;Sp;3;2006;138800
2361;RL;71;9353;Lvl;Gtl;4;1970;1970;None;TA;TA;864;Gd;Y;1;0;3;1;TA;5;1;280;TA;0;Sp;7;2006;116050
2362;RL;;8125;Lvl;Gtl;4;1971;1971;None;TA;TA;858;TA;Y;1;0;3;1;TA;5;0;0;Sg;0;Sp;6;2006;88000
2363;RL;60;7200;Lvl;Gtl;4;1971;1971;None;TA;TA;864;TA;Y;1;0;3;1;TA;5;2;576;TA;0;Sp;3;2006;97500
2364;RH;26;8773;Lvl;Gtl;6;2002;2002;None;Gd;TA;1487;Ex;Y;2;0;2;1;Gd;4;2;543;TA;0;Sp;9;2006;190000
2365;RM;24;2760;Lvl;Gtl;6;1973;1973;BrkFace;TA;TA;525;TA;Y;1;1;3;1;TA;6;2;440;TA;0;Sp;12;2006;105500
2366;RM;24;2160;Lvl;Gtl;5;1973;1973;BrkFace;TA;TA;765;Gd;Y;1;1;3;1;Gd;7;2;440;TA;0;Sp;6;2006;125500
2367;RM;21;1953;Lvl;Gtl;6;1973;1973;BrkFace;TA;Fa;483;TA;Y;1;1;2;1;TA;5;1;264;TA;0;Sp;6;2006;83000
2368;RM;21;1890;Lvl;Gtl;6;1972;1972;BrkFace;TA;TA;494;Ex;Y;1;1;3;1;TA;6;1;264;TA;0;Sp;7;2006;116000
2369;RM;21;1680;Lvl;Gtl;6;1971;1971;BrkFace;TA;TA;672;TA;Y;1;1;3;1;TA;7;0;0;Sg;0;Sp;4;2006;91500
2370;RM;21;1680;Lvl;Gtl;6;1972;1972;BrkFace;TA;TA;672;Gd;Y;1;1;3;1;TA;7;1;264;TA;0;Sp;5;2006;118000
2371;RM;21;1680;Lvl;Gtl;6;1972;1972;BrkFace;TA;TA;483;TA;Y;1;1;2;1;TA;5;1;264;TA;0;Sp;7;2006;89000
2372;RM;21;1680;Lvl;Gtl;6;1972;1972;BrkFace;TA;TA;525;Gd;Y;1;1;3;1;TA;6;1;264;TA;0;Sp;10;2006;108000
2373;RM;21;1680;Lvl;Gtl;6;1972;1972;BrkFace;TA;TA;483;TA;Y;1;1;2;1;TA;5;1;288;TA;0;Sp;6;2006;94500
2374;RL;53;4043;Lvl;Gtl;6;1975;1975;None;TA;TA;1069;Gd;Y;2;0;2;1;TA;4;2;440;TA;0;Sp;7;2006;146300
2375;RL;65;7514;Lvl;Gtl;5;1967;1975;None;TA;TA;943;TA;Y;1;0;3;1;TA;6;1;300;TA;0;Sp;9;2006;145000
2376;RL;68;7838;Lvl;Gtl;5;1967;1967;None;TA;TA;864;TA;Y;1;0;3;1;TA;6;1;288;TA;0;Sp;12;2006;123000
2377;RL;24;2280;Lvl;Gtl;7;1976;1976;None;TA;TA;1055;TA;Y;2;0;2;1;TA;4;1;319;TA;0;Sp;4;2006;137500
2378;RL;24;2179;Lvl;Gtl;6;1976;1976;None;TA;TA;855;Gd;Y;2;1;3;1;TA;6;2;460;TA;0;Sp;7;2006;144000
2379;RL;129;16737;Lvl;Gtl;9;2004;2005;BrkFace;Gd;TA;1980;Ex;Y;2;0;3;1;Ex;8;3;770;TA;0;Sp;9;2006;315000
2380;RL;72;16387;Lvl;Gtl;9;2006;2006;Stone;Gd;Gd;1738;Gd;Y;2;1;4;1;Ex;11;3;831;TA;0;Sp;8;2006;412083
2381;RL;111;16259;Lvl;Gtl;9;2006;2006;Stone;TA;Gd;1249;Ex;Y;3;1;4;1;Gd;9;3;840;TA;0;Sp;9;2006;342643
2382;RL;110;16163;Lvl;Gtl;8;2004;2004;BrkFace;Gd;TA;1618;Ex;Y;2;0;2;1;Gd;6;3;880;TA;0;Sp;7;2006;252000
2383;RL;107;13891;Lvl;Gtl;10;2006;2006;;Ex;Gd;2076;Ex;Y;2;1;2;1;Ex;7;3;850;TA;0;Sp;9;2006;465000
2384;RL;108;12228;Lvl;Gtl;7;2006;2006;Stone;Gd;Gd;1721;Ex;Y;2;0;4;1;Gd;8;3;874;TA;0;Sp;9;2006;293000
2385;RL;120;14780;HLS;Mod;9;2005;2005;BrkFace;Ex;TA;1868;Ex;Y;2;0;2;1;Ex;7;3;1085;TA;0;Sp;6;2006;415000
2386;RL;98;16033;Lvl;Gtl;9;2004;2005;BrkFace;Gd;TA;1833;Ex;Y;2;0;3;1;Gd;8;3;772;TA;0;Sp;3;2006;326000
2387;RL;101;14215;Lvl;Gtl;8;2005;2006;BrkFace;Gd;TA;1158;Ex;Y;3;1;4;1;Gd;9;3;853;TA;0;Sp;11;2006;325300
2388;RL;108;13418;Lvl;Gtl;8;2004;2005;Stone;Gd;TA;1117;Ex;Y;3;1;4;1;Gd;9;3;691;TA;0;Sp;9;2006;309000
2389;RL;120;13975;Lvl;Gtl;9;2005;2006;BrkFace;Gd;TA;1090;Ex;Y;2;1;4;1;Ex;10;3;670;TA;0;Sp;8;2006;300000
2390;RL;80;10240;Lvl;Gtl;8;2005;2005;BrkFace;Gd;TA;1030;Gd;Y;2;1;3;1;Ex;8;3;878;TA;0;Sp;3;2006;275500
2391;RL;82;9942;Lvl;Gtl;9;2005;2006;BrkFace;Ex;Gd;1606;Ex;Y;2;1;3;1;Ex;8;2;521;TA;0;Sp;5;2006;338500
2392;RL;85;11924;Lvl;Gtl;9;2005;2006;Stone;Ex;TA;1175;Ex;Y;3;0;4;1;Ex;11;3;736;TA;0;Sp;7;2006;345000
2393;RL;103;12867;Lvl;Gtl;8;2005;2006;;Gd;TA;1209;Ex;Y;2;1;3;1;Ex;8;2;575;TA;0;Sp;7;2006;344133
2394;RL;82;10672;Lvl;Gtl;8;2006;2006;None;Gd;TA;1054;Gd;Y;2;1;4;1;Gd;10;3;672;TA;0;Sp;11;2006;298236
2395;RL;82;11643;Lvl;Gtl;8;2005;2006;BrkFace;Gd;TA;1524;Ex;Y;2;1;4;1;Ex;10;3;784;TA;0;Sp;8;2006;329900
2396;RL;90;12378;Lvl;Gtl;9;2003;2004;None;Gd;TA;1896;Ex;Y;2;0;3;1;Ex;8;3;708;TA;0;Sp;11;2006;360000
2397;RL;86;11065;Lvl;Gtl;8;2006;2006;Stone;Gd;TA;1085;Ex;Y;2;1;3;1;Ex;8;3;753;TA;0;Sp;10;2006;281000
2398;RL;121;13758;Lvl;Gtl;9;2005;2006;BrkFace;Ex;TA;1792;Ex;Y;2;0;2;1;Gd;6;3;925;TA;0;Sp;3;2006;372397
2399;RL;131;14828;Lvl;Gtl;9;2004;2005;BrkFace;Ex;TA;1780;Ex;Y;2;0;2;1;Ex;7;3;816;TA;0;Sp;8;2006;378000
2400;RL;72;11846;HLS;Gtl;9;2003;2004;BrkFace;Gd;TA;1792;Ex;Y;2;0;2;1;Ex;6;3;874;TA;0;Sp;8;2006;374000
2401;RL;56;20431;Lvl;Gtl;9;2005;2006;BrkFace;Ex;TA;1848;Ex;Y;2;1;4;1;Ex;10;3;706;TA;0;Sp;4;2006;437154
2402;RL;74;10927;Lvl;Gtl;8;2005;2005;BrkFace;Gd;TA;1058;Ex;Y;2;1;3;1;Ex;8;2;736;TA;0;Sp;6;2006;275000
